Qty,Item,Price Level,Price Type,Resale Value,Resale Per Ticket,Resale Difference,Resale Date,Seatblock1
2,F07,5,R,$240.00,$120.00,$203.16,9/20/2019,"U:512:Q:12,13"
2,F02,5,DPP,$57.62,$28.81,$57.62,9/14/2019,"U:538:Z:13,14"
2,F06,2,R,$39.98,$19.99,-$54.30,11/19/2019,"L:126:C:13,14"
4,F03,2,R,$160.00,$40.00,-$28.56,8/21/2019,"L:127:A:17,20"
2,F01,1,FS,$50.00,$25.00,-$33.42,8/31/2019,"L:124:L:3,4"
1,F02,2,G1,$40.00,$40.00,$5.00,9/13/2019,"U:509:K:14,14"
4,F04,1,R,$124.00,$31.00,-$90.28,10/11/2019,"L:123:RR:11,14"
2,F01,5,R,$12.00,$6.00,-$24.86,9/6/2019,"U:520:K:15,16"
2,F02,5,DPP,$31.98,$15.99,$31.98,9/12/2019,"U:517:X:10,11"
2,F07,1,R,$380.00,$190.00,$272.84,11/28/2019,"L:123:PP:18,19"
2,F02,5,DPP,$28.00,$14.00,$28.00,9/13/2019,"U:518:X:28,29"
2,F03,2,G3,$52.56,$26.28,$22.56,9/21/2019,"L:111:A:12,13"
3,F07,2,R,$441.00,$147.00,$201.00,11/27/2019,"U:508:T:26,28"
3,F03,5,R,$30.00,$10.00,-$25.29,9/16/2019,"U:514:R:9,11"
2,F03,5,R,$18.00,$9.00,-$18.86,9/16/2019,"U:522:F:10,11"
1,F07,4,R,$140.00,$140.00,$80.00,11/9/2019,"L:130:Y:16,16"
1,F07,4,R,$140.00,$140.00,$80.00,11/9/2019,"L:130:Y:17,17"
1,F07,4,R,$140.00,$140.00,$80.00,11/9/2019,"L:130:Y:18,18"
3,F04,1,DPP,$132.00,$44.00,$132.00,9/15/2019,"L:128:HH:13,15"
6,F02,5,GS,$168.00,$28.00,$79.74,9/12/2019,"U:528:U:3,8"
4,F05,5,R,$60.00,$15.00,-$13.72,11/4/2019,"U:512:N:8,11"
2,F07,2,R,$280.00,$140.00,$120.00,11/23/2019,"L:111:FF:24,25"
1,F05,5,R,$20.14,$20.14,$1.71,11/3/2019,"U:525:H:1,1"
1,F05,5,SR,$15.00,$15.00,-$3.43,11/3/2019,"U:525:S:7,7"
4,F01,2,G3,$65.08,$16.27,$5.08,8/7/2019,"L:111:L:12,15"
3,F02,1,R,$550.62,$183.54,$394.20,8/20/2019,"L:107:O:13,15"
3,F03,1,DPP,$119.97,$39.99,$119.97,8/29/2019,"L:126:F:1,3"
2,F07,5,R,$231.50,$115.75,$197.50,11/17/2019,"U:520:L:27,28"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:537:W:3,3"
1,F02,5,V,$19.00,$19.00,-$26.00,9/14/2019,"U:516:U:20,20"
3,F04,5,DPP,$50.97,$16.99,$50.97,10/18/2019,"U:514:Y:15,17"
5,F05,1,DPP,$99.90,$19.98,$99.90,11/8/2019,"L:110:V:9,13"
4,F02,5,DPP,$111.92,$27.98,$111.92,9/14/2019,"U:512:T:6,9"
1,F02,5,DPP,$14.00,$14.00,$14.00,9/13/2019,"U:518:V:21,21"
4,F04,5,DPP,$58.00,$14.50,$58.00,10/15/2019,"U:516:T:11,14"
2,F04,1,DPP,$138.06,$69.03,$138.06,7/16/2019,"L:106:NN:1,2"
2,F05,1,R,$40.00,$20.00,-$67.14,11/9/2019,"L:122:EE:17,18"
2,F01,5,R,$14.84,$7.42,-$19.16,9/5/2019,"U:528:P:11,12"
2,F02,1,PDI,$168.00,$84.00,$32.00,9/10/2019,"L:128:W:7,8"
4,F02,1,R,$331.96,$82.99,$123.40,7/29/2019,"L:125:M:18,21"
1,F01,5,R,$6.82,$6.82,-$10.18,8/22/2019,"U:537:O:8,8"
2,F03,1,DPP,$41.48,$20.74,$41.48,9/20/2019,"L:128:HH:13,14"
2,F03,2,R,$80.00,$40.00,-$17.14,9/21/2019,"L:124:E:9,10"
1,F05,2,YA,$23.55,$23.55,-$14.16,11/8/2019,"L:127:E:8,8"
6,F02,2,G3,$210.84,$35.14,$60.84,9/12/2019,"U:534:Y:23,28"
4,F02,1,R,$300.00,$75.00,$91.44,9/9/2019,"L:108:HH:22,25"
2,F07,4,R,$211.32,$105.66,$91.32,11/1/2019,"U:530:U:12,13"
5,F04,5,DPP,$64.95,$12.99,$64.95,10/17/2019,"U:517:N:5,9"
3,F02,1,R,$210.00,$70.00,$53.58,8/7/2019,"L:127:MM:14,16"
2,F01,4,R,$16.00,$8.00,-$44.00,9/3/2019,"U:537:E:10,11"
2,F02,5,R,$60.00,$30.00,$23.14,9/8/2019,"U:537:V:7,8"
2,F04,5,R,$38.00,$19.00,$1.14,10/18/2019,"U:537:M:8,9"
2,F05,5,R,$34.00,$17.00,-$2.86,11/8/2019,"U:537:P:11,12"
2,F06,5,YA,$12.00,$6.00,-$17.42,11/22/2019,"U:537:L:3,4"
2,F07,5,R,$152.98,$76.49,$116.14,11/26/2019,"U:513:S:11,12"
2,F05,1,R,$52.00,$26.00,-$52.28,11/8/2019,"L:126:YY:9,10"
1,F04,5,R,$29.00,$29.00,$10.57,9/8/2019,"U:528:O:16,16"
2,F04,1,DPP,$95.98,$47.99,$95.98,10/16/2019,"L:106:FF:1,2"
3,F07,1,R,$486.00,$162.00,$246.00,11/19/2019,"U:506:R:5,7"
1,F05,1,SC,$13.00,$13.00,$13.00,11/9/2019,"L:110:X:12,12"
2,F04,2,R,$163.66,$81.83,$69.38,7/25/2019,"L:107:C:18,19"
2,F05,1,R,$60.00,$30.00,-$44.28,11/6/2019,"L:127:G:7,8"
2,F04,1,R,$120.00,$60.00,$15.72,10/17/2019,"L:107:V:3,4"
2,F02,1,R,$140.00,$70.00,$35.72,9/4/2019,"L:127:L:6,7"
2,F01,2,R,$56.00,$28.00,-$38.28,9/6/2019,"L:106:C:3,4"
2,F02,2,G3,$117.98,$58.99,$67.98,9/13/2019,"U:531:O:1,2"
2,F02,3,P,$90.00,$45.00,$54.48,9/10/2019,"L:117:DD:8,9"
3,F02,5,DPP,$53.97,$17.99,$53.97,9/14/2019,"U:525:X:6,8"
2,F03,1,R,$50.00,$25.00,-$54.28,9/1/2019,"L:123:T:7,8"
2,F07,5,R,$207.90,$103.95,$87.90,11/25/2019,"U:523:X:5,6"
2,F03,3,R,$20.00,$10.00,-$57.14,9/20/2019,"L:117:QQ:5,5"
2,F04,1,R,$120.00,$60.00,$15.72,9/30/2019,"L:106:N:22,23"
3,F07,2,R,$567.00,$189.00,$327.00,11/23/2019,"L:111:A:15,17"
1,F07,2,R,$200.34,$200.34,$120.34,11/23/2019,"L:111:A:18,18"
4,F02,1,DPP,$179.96,$44.99,$179.96,8/16/2019,"L:110:FF:16,19"
1,F02,1,DPP,$59.99,$59.99,$59.99,8/22/2019,"L:110:FF:20,20"
2,F07,5,SD,$222.00,$111.00,$192.52,11/29/2019,"U:514:R:19,20"
2,F02,5,R,$43.18,$21.59,$9.18,8/30/2019,"U:524:F:6,7"
4,F04,4,DPP,$133.92,$33.48,$133.92,10/16/2019,"U:504:Q:1,4"
1,F07,5,R,$101.00,$101.00,$41.00,11/14/2019,"U:526:U:10,10"
1,F03,5,R,$11.00,$11.00,-$7.43,9/17/2019,"U:515:N:9,9"
1,F04,4,R,$18.00,$18.00,-$13.43,10/19/2019,"U:538:C:1,1"
1,F07,5,R,$100.00,$100.00,$40.00,11/25/2019,"U:525:J:10,10"
3,F07,4,R,$324.00,$108.00,$144.00,11/4/2019,"U:504:X:6,8"
3,F02,1,DPP,$142.53,$47.51,$142.53,9/7/2019,"U:532:M:8,10"
2,F04,2,R,$84.00,$42.00,-$13.14,9/16/2019,"L:107:B:19,20"
1,F07,5,R,$120.00,$120.00,$60.00,11/27/2019,"U:512:V:30,30"
4,F05,1,R,$190.00,$47.50,-$18.56,8/21/2019,"L:106:Q:20,23"
3,F04,5,FS,$43.02,$14.34,-$1.11,10/15/2019,"U:513:P:22,24"
4,F04,4,R,$93.84,$23.46,-$31.88,7/25/2019,"L:130:S:18,21"
2,F05,2,R,$74.00,$37.00,-$20.28,11/2/2019,"L:106:D:1,2"
2,F02,5,DPP,$40.26,$20.13,$40.26,8/31/2019,"U:513:W:16,17"
2,F04,5,GS,$24.00,$12.00,-$5.42,10/12/2019,"U:513:M:5,6"
2,F01,5,R,$12.00,$6.00,-$22.00,8/31/2019,"U:512:L:16,17"
2,F07,1,R,$350.00,$175.00,$190.00,11/28/2019,"L:122:H:10,11"
2,F03,2,R,$64.48,$32.24,-$29.80,9/14/2019,"L:123:E:13,14"
1,F02,5,R,$26.50,$26.50,$8.07,9/14/2019,"U:525:H:4,4"
4,F02,4,P,$101.00,$25.25,$29.96,7/14/2019,"L:131:LL:6,9"
3,F01,2,R,$55.62,$18.54,-$90.09,9/3/2019,"L:110:A:7,9"
7,F02,5,R,$170.59,$24.37,$51.59,8/15/2019,"U:537:O:6,12"
2,F03,1,R,$60.00,$30.00,-$44.28,9/21/2019,"L:107:U:3,4"
2,F02,1,R,$150.00,$75.00,$45.72,9/10/2019,"L:108:V:9,10"
2,F01,5,R,$12.00,$6.00,-$24.86,9/6/2019,"U:519:H:19,20"
4,F01,1,R,$120.00,$30.00,-$88.56,9/6/2019,"L:123:Y:4,7"
1,F01,1,DPP,$24.96,$24.96,$24.96,9/6/2019,"L:128:JJ:15,15"
1,F01,5,R,$7.00,$7.00,-$11.43,9/5/2019,"U:520:J:9,9"
1,F02,5,DPP,$24.81,$24.81,$24.81,9/14/2019,"U:512:V:21,21"
3,F02,1,R,$210.00,$70.00,$53.58,9/13/2019,"L:126:X:13,15"
5,F01,5,R,$40.55,$8.11,-$51.60,9/4/2019,"U:528:Q:27,31"
2,F03,5,R,$19.90,$9.95,-$14.10,9/20/2019,"U:520:L:27,28"
1,F07,4,R,$175.00,$175.00,$115.00,11/28/2019,"U:504:W:17,17"
4,F07,3,R,$444.00,$111.00,$164.00,8/8/2019,"L:112:P:3,6"
1,F03,5,R,$10.00,$10.00,-$7.00,9/19/2019,"U:518:G:4,4"
2,F04,5,R,$26.00,$13.00,-$10.86,10/9/2019,"U:539:P:6,7"
2,F02,1,R,$160.00,$80.00,$55.72,9/8/2019,"L:107:Z:5,6"
2,F06,1,R,$70.00,$35.00,-$34.28,10/12/2019,"L:125:N:7,8"
6,F02,5,DPP,$187.62,$31.27,$187.62,9/12/2019,"U:511:W:8,13"
2,F01,1,R,$24.00,$12.00,-$83.14,9/5/2019,"L:122:U:9,10"
2,F07,1,R,$355.20,$177.60,$250.88,7/25/2019,"L:106:Q:9,10"
2,F02,2,P,$88.00,$44.00,$52.48,9/9/2019,"U:532:U:4,5"
2,F01,2,R,$80.00,$40.00,-$14.28,8/29/2019,"L:106:E:9,10"
2,F07,2,R,$313.20,$156.60,$153.20,8/31/2019,"L:129:P:9,10"
6,F04,5,R,$90.00,$15.00,-$20.58,10/11/2019,"U:539:Q:5,10"
1,F02,2,P,$36.11,$36.11,$18.35,9/7/2019,"U:506:W:38,38"
7,F05,1,DPP,$510.30,$72.90,$510.30,9/7/2019,"L:126:G:3,9"
1,F02,5,DPP,$26.98,$26.98,$26.98,9/9/2019,"U:514:V:1,1"
1,F05,5,R,$16.00,$16.00,-$2.43,11/7/2019,"U:518:F:17,17"
2,F03,1,DPP,$29.98,$14.99,$29.98,9/20/2019,"L:128:HH:17,18"
2,F07,1,R,$368.00,$184.00,$208.00,11/24/2019,"L:109:U:9,10"
5,F01,1,DPP,$69.95,$13.99,$69.95,9/5/2019,"U:506:P:29,33"
4,F02,2,P,$116.00,$29.00,$44.96,9/13/2019,"U:506:X:21,24"
4,F05,2,R,$211.60,$52.90,$23.04,10/29/2019,"L:123:A:17,20"
1,F02,5,DPP,$19.00,$19.00,$19.00,9/12/2019,"U:518:W:6,6"
3,F02,1,G3,$150.00,$50.00,$75.00,8/29/2019,"L:128:DD:10,12"
1,F01,3,DPP,$9.98,$9.98,$9.98,9/6/2019,"L:117:KK:7,7"
2,F03,5,FS,$18.00,$9.00,-$11.42,9/21/2019,"U:528:L:11,12"
2,F03,5,YA,$16.00,$8.00,-$13.42,9/21/2019,"U:513:L:11,12"
1,F01,5,R,$6.00,$6.00,-$12.43,9/6/2019,"U:539:R:13,13"
2,F07,3,R,$196.00,$98.00,$56.00,11/26/2019,"L:115:V:18,19"
2,F05,5,FS,$20.00,$10.00,-$7.14,11/9/2019,"U:525:L:5,6"
2,F04,1,R,$159.90,$79.95,$55.62,9/17/2019,"L:125:YY:3,4"
2,F02,1,R,$144.00,$72.00,$39.72,9/6/2019,"L:127:DDD:10,11"
5,F02,3,P,$109.95,$21.99,$21.15,8/20/2019,"L:115:EE:13,17"
4,F03,1,R,$88.00,$22.00,-$120.56,9/11/2019,"L:122:RR:20,23"
2,F05,5,SR,$30.00,$15.00,-$6.86,11/3/2019,"U:525:S:5,6"
2,F02,2,PDI,$88.00,$44.00,$12.00,9/13/2019,"L:129:AA:20,21"
4,F02,5,FS,$120.00,$30.00,$61.16,9/7/2019,"U:525:R:9,12"
2,F03,1,R,$77.00,$38.50,-$30.14,9/18/2019,"L:122:Y:21,22"
2,F03,1,R,$50.00,$25.00,-$57.14,9/16/2019,"L:124:S:9,10"
1,F02,5,DPP,$24.24,$24.24,$24.24,9/14/2019,"U:538:Z:7,7"
8,F05,1,DPP,$284.80,$35.60,$284.80,10/31/2019,"U:532:N:6,13"
1,F04,4,DPP,$27.00,$27.00,$27.00,10/19/2019,"U:536:S:7,7"
4,F05,1,DPP,$123.96,$30.99,$123.96,11/7/2019,"L:126:N:14,17"
3,F04,1,DPP,$87.00,$29.00,$87.00,9/28/2019,"U:506:P:26,28"
1,F02,3,P,$45.00,$45.00,$27.24,9/9/2019,"L:115:OO:13,13"
2,F02,3,SG3,$100.00,$50.00,$50.00,9/9/2019,"L:112:Z:8,9"
3,F04,1,DPP,$248.79,$82.93,$248.79,10/15/2019,"L:126:L:17,19"
3,F07,1,R,$750.00,$250.00,$593.52,11/24/2019,"L:125:L:17,19"
2,F07,5,R,$240.00,$120.00,$203.16,9/1/2019,"U:520:L:4,5"
2,F02,2,G3,$90.00,$45.00,$40.00,9/2/2019,"L:129:H:21,22"
2,F01,5,R,$12.00,$6.00,-$24.86,9/6/2019,"U:512:R:5,6"
8,F05,1,DPP,$431.44,$53.93,$431.44,9/21/2019,"L:109:W:11,18"
3,F07,1,R,$591.00,$197.00,$351.00,9/11/2019,"L:122:G:7,9"
1,F04,1,DPP,$26.98,$26.98,$26.98,10/19/2019,"U:508:L:23,23"
1,F03,5,R,$13.25,$13.25,-$5.18,9/16/2019,"U:529:X:2,2"
2,F05,2,R,$128.04,$64.02,$30.90,11/4/2019,"L:126:B:19,20"
2,F05,1,R,$130.00,$65.00,$25.72,10/11/2019,"L:107:F:13,14"
5,F03,5,R,$45.00,$9.00,-$47.15,9/14/2019,"U:522:F:5,9"
2,F05,4,DPP,$29.98,$14.99,$29.98,11/8/2019,"U:510:R:10,11"
1,F02,5,DPP,$18.99,$18.99,$18.99,9/14/2019,"U:525:X:16,16"
4,F05,2,DPP,$72.00,$18.00,$72.00,11/8/2019,"L:111:QQ:15,18"
2,F03,1,FS,$30.00,$15.00,-$55.72,9/20/2019,"L:127:VV:12,13"
1,F01,3,DPP,$9.99,$9.99,$9.99,9/4/2019,"L:117:Q:6,6"
1,F07,5,R,$101.00,$101.00,$41.00,11/18/2019,"U:527:Y:3,3"
1,F07,5,R,$101.00,$101.00,$41.00,11/18/2019,"U:527:Y:4,4"
1,F07,5,R,$101.00,$101.00,$41.00,11/18/2019,"U:527:Y:5,5"
2,F03,5,GS,$14.00,$7.00,-$15.42,9/10/2019,"U:528:U:18,19"
3,F04,1,DPP,$80.94,$26.98,$80.94,10/18/2019,"U:506:O:1,3"
3,F07,2,R,$381.75,$127.25,$240.27,9/10/2019,"L:111:W:1,3"
4,F03,1,R,$88.00,$22.00,-$120.56,8/16/2019,"U:532:C:7,10"
4,F02,2,G1,$205.92,$51.48,$65.92,7/12/2019,"L:121:M:7,10"
2,F03,1,R,$66.00,$33.00,-$38.28,9/7/2019,"L:125:G:9,10"
3,F03,3,DPP,$35.94,$11.98,$35.94,9/21/2019,"L:117:V:4,6"
3,F03,1,DPP,$53.97,$17.99,$53.97,9/20/2019,"L:110:Y:8,10"
2,F07,5,R,$194.00,$97.00,$74.00,11/23/2019,"U:520:Y:7,8"
2,F01,1,R,$40.00,$20.00,-$67.14,9/6/2019,"L:107:XX:10,11"
2,F05,2,R,$64.00,$32.00,-$30.28,11/8/2019,"L:106:C:3,4"
3,F07,5,R,$386.70,$128.90,$331.44,11/23/2019,"U:524:G:7,9"
5,F02,1,DPP,$264.85,$52.97,$264.85,8/16/2019,"L:110:X:1,5"
3,F04,4,DPP,$44.97,$14.99,$44.97,10/11/2019,"U:513:H:9,11"
2,F07,2,R,$300.00,$150.00,$140.00,11/23/2019,"L:121:JJ:20,21"
3,F02,4,P,$105.00,$35.00,$51.72,9/7/2019,"U:530:P:7,9"
2,F02,3,P,$50.00,$25.00,$14.48,8/1/2019,"L:115:X:19,20"
3,F04,1,G3,$74.85,$24.95,-$0.15,10/18/2019,"L:110:DD:4,6"
1,F04,5,DPP,$13.80,$13.80,$13.80,10/15/2019,"U:517:R:9,9"
2,F05,1,R,$99.00,$49.50,-$5.28,9/16/2019,"L:107:P:14,15"
20,F07,5,R,"$1,499.20",$74.96,"$1,130.80",11/26/2019,"U:513:R:1,20"
2,F02,2,G3,$100.00,$50.00,$50.00,8/6/2019,"L:121:H:17,18"
2,F02,2,R,$125.90,$62.95,$15.90,8/31/2019,"L:129:O:5,6"
2,F01,1,R,$20.00,$10.00,-$87.14,9/6/2019,"L:122:L:11,12"
1,F05,2,DPP,$28.46,$28.46,$28.46,11/7/2019,"L:127:D:11,11"
1,F07,4,R,$144.00,$144.00,$84.00,11/11/2019,"L:131:R:5,5"
1,F07,4,R,$144.00,$144.00,$84.00,11/11/2019,"L:131:R:6,6"
1,F07,4,R,$144.00,$144.00,$84.00,11/11/2019,"L:131:R:7,7"
1,F07,4,R,$144.00,$144.00,$84.00,11/11/2019,"L:131:R:8,8"
1,F07,4,R,$144.00,$144.00,$84.00,11/11/2019,"L:131:R:9,9"
2,F07,4,R,$230.00,$115.00,$110.00,11/18/2019,"U:539:E:9,10"
2,F07,1,R,$260.00,$130.00,$100.00,11/22/2019,"L:110:V:15,16"
1,F03,5,R,$6.00,$6.00,-$12.43,9/5/2019,"U:512:P:21,21"
3,F05,1,DPP,$83.16,$27.72,$83.16,11/5/2019,"L:110:X:1,3"
6,F06,1,PDI,$84.00,$14.00,-$144.00,11/23/2019,"L:124:G:5,10"
1,F04,5,DPP,$16.00,$16.00,$16.00,10/14/2019,"U:514:Y:1,1"
2,F01,5,R,$13.98,$6.99,-$22.88,9/3/2019,"U:511:R:7,8"
1,F01,5,R,$6.00,$6.00,-$12.43,9/4/2019,"U:522:F:11,11"
2,F02,5,DPP,$32.00,$16.00,$32.00,9/10/2019,"U:518:Z:8,9"
1,F02,5,DPP,$15.00,$15.00,$15.00,9/11/2019,"U:522:Y:6,6"
4,F06,5,FS,$24.00,$6.00,-$34.84,10/14/2019,"U:528:T:10,13"
2,F02,5,R,$44.50,$22.25,$10.50,9/11/2019,"U:519:E:7,8"
2,F02,5,R,$80.00,$40.00,$46.00,9/7/2019,"U:520:F:1,2"
1,F01,5,R,$7.00,$7.00,-$11.43,9/6/2019,"U:539:Q:14,14"
4,F02,2,G3,$180.00,$45.00,$80.00,8/23/2019,"L:111:J:7,10"
1,F02,5,R,$22.00,$22.00,$3.57,8/14/2019,"U:514:M:3,3"
1,F05,5,R,$8.00,$8.00,-$10.43,10/20/2019,"U:539:R:11,11"
1,F06,5,R,$6.00,$6.00,-$11.00,11/23/2019,"U:528:N:14,14"
1,F02,5,GS,$35.00,$35.00,$20.29,9/8/2019,"U:529:T:7,7"
2,F02,5,DPP,$32.00,$16.00,$32.00,9/13/2019,"U:518:Y:26,27"
2,F01,5,R,$12.00,$6.00,-$24.86,9/3/2019,"U:513:S:2,3"
2,F01,5,R,$12.00,$6.00,-$24.86,9/3/2019,"U:523:H:10,11"
2,F03,5,R,$19.80,$9.90,-$14.20,9/20/2019,"U:527:M:16,17"
2,F07,5,V,$250.00,$125.00,$110.00,11/17/2019,"U:514:V:3,4"
1,F03,3,R,$22.00,$22.00,-$16.57,9/15/2019,"L:112:B:7,7"
1,F04,5,DPP,$13.99,$13.99,$13.99,10/17/2019,"U:517:M:3,3"
1,F02,5,GS,$35.00,$35.00,$20.29,9/6/2019,"U:529:T:6,6"
1,F05,2,G3,$15.00,$15.00,-$10.00,11/9/2019,"L:111:D:15,15"
1,F03,5,R,$13.25,$13.25,-$5.18,9/15/2019,"U:529:X:1,1"
1,F05,5,R,$15.50,$15.50,-$2.93,11/6/2019,"U:529:X:5,5"
2,F01,5,R,$18.20,$9.10,-$15.80,8/24/2019,"U:515:D:9,10"
1,F02,5,SRE,$22.00,$22.00,$5.00,9/14/2019,"U:519:D:4,4"
1,F04,5,DPP,$16.99,$16.99,$16.99,10/18/2019,"U:514:Y:14,14"
1,F04,5,DPP,$14.99,$14.99,$14.99,10/18/2019,"U:515:X:13,13"
2,F02,5,R,$73.50,$36.75,$39.50,9/12/2019,"U:524:D:7,8"
4,F02,5,DPP,$84.00,$21.00,$84.00,9/14/2019,"U:527:Y:10,13"
2,F03,3,DPP,$23.98,$11.99,$23.98,9/19/2019,"L:117:OO:10,11"
1,F01,1,DPP,$8.00,$8.00,$8.00,9/1/2019,"L:110:NN:1,1"
1,F02,1,SRE,$80.00,$80.00,$27.86,9/6/2019,"L:125:M:1,1"
7,F06,1,DPP,$174.86,$24.98,$174.86,11/19/2019,"U:506:M:7,13"
2,F02,4,P,$59.98,$29.99,$24.46,8/4/2019,"U:510:S:11,12"
4,F02,2,P,$135.52,$33.88,$64.48,9/9/2019,"U:509:U:7,10"
4,F01,1,R,$100.00,$25.00,-$108.56,9/5/2019,"L:122:KK:22,25"
2,F02,5,DPP,$28.00,$14.00,$28.00,9/13/2019,"U:518:V:18,19"
2,F07,5,SRE,$222.00,$111.00,$188.00,11/29/2019,"U:525:N:11,12"
2,F07,3,R,$230.00,$115.00,$90.00,11/28/2019,"L:116:U:25,26"
4,F07,5,R,$480.00,$120.00,$240.00,10/10/2019,"U:518:N:1,4"
4,F07,1,R,$738.00,$184.50,$523.68,11/21/2019,"L:106:JJ:1,4"
4,F07,2,R,$600.00,$150.00,$411.36,11/24/2019,"L:126:E:9,12"
2,F07,4,SS,$251.66,$125.83,$131.66,11/27/2019,"L:131:D:4,5"
4,F07,3,R,$468.20,$117.05,$319.56,8/22/2019,"L:112:NN:7,10"
1,F04,3,G3,$20.00,$20.00,-$5.00,10/18/2019,"L:116:V:21,21"
3,F05,1,DPP,$83.16,$27.72,$83.16,11/6/2019,"L:110:X:4,6"
8,F02,2,R,$540.80,$67.60,$163.68,9/10/2019,"L:121:B:3,10"
3,F03,3,DPP,$41.91,$13.97,$41.91,9/20/2019,"L:116:MM:14,16"
3,F04,5,DPP,$44.97,$14.99,$44.97,10/18/2019,"U:515:X:15,17"
1,F02,5,DPP,$24.81,$24.81,$24.81,9/14/2019,"U:512:V:22,22"
4,F02,2,G3,$172.00,$43.00,$72.00,9/4/2019,"L:111:KK:14,17"
1,F04,2,G3,$19.00,$19.00,-$6.00,10/19/2019,"U:535:W:13,13"
2,F05,1,R,$50.00,$25.00,-$54.28,11/9/2019,"L:108:X:7,8"
2,F02,1,FS,$138.00,$69.00,$54.58,9/12/2019,"L:107:RR:17,18"
2,F01,1,R,$60.00,$30.00,-$47.14,9/1/2019,"L:125:RR:13,14"
2,F02,3,R,$100.00,$50.00,$10.00,9/14/2019,"L:112:G:1,2"
2,F02,2,R,$72.00,$36.00,-$38.00,9/7/2019,"L:111:DD:18,19"
1,F01,5,R,$7.00,$7.00,-$11.43,9/6/2019,"U:514:P:8,8"
6,F05,5,R,$66.00,$11.00,-$44.58,10/28/2019,"U:515:O:5,10"
3,F02,1,DPP,$84.00,$28.00,$84.00,9/10/2019,"U:508:Q:3,5"
2,F02,5,DPP,$29.98,$14.99,$29.98,9/14/2019,"U:538:X:10,11"
2,F01,5,R,$12.00,$6.00,-$24.86,9/6/2019,"U:525:E:4,5"
2,F02,5,SR,$55.74,$27.87,$18.88,9/4/2019,"U:512:N:8,9"
2,F02,5,DPP,$31.98,$15.99,$31.98,9/12/2019,"U:517:X:12,13"
7,F05,3,DPP,$125.93,$17.99,$125.93,11/6/2019,"L:116:MM:19,25"
4,F02,5,R,$109.00,$27.25,$35.28,9/11/2019,"U:537:X:9,12"
1,F07,5,FS,$115.00,$115.00,$100.26,10/7/2019,"U:521:L:20,20"
1,F01,3,DPP,$9.99,$9.99,$9.99,9/4/2019,"L:117:Q:5,5"
2,F02,5,DPP,$30.00,$15.00,$30.00,9/11/2019,"U:522:Y:7,8"
4,F02,5,R,$89.00,$22.25,$21.00,9/11/2019,"U:518:G:4,7"
2,F02,5,R,$44.50,$22.25,$10.50,9/11/2019,"U:518:G:8,9"
1,F07,4,R,$145.00,$145.00,$85.00,11/28/2019,"L:130:Y:11,11"
2,F07,5,R,$188.00,$94.00,$154.00,9/4/2019,"U:529:M:8,9"
4,F01,1,R,$100.00,$25.00,-$114.28,9/4/2019,"L:123:VV:7,10"
3,F07,5,R,$390.00,$130.00,$210.00,11/29/2019,"U:537:Z:19,21"
4,F06,1,R,$96.00,$24.00,-$112.56,11/18/2019,"L:126:UU:5,8"
2,F04,2,R,$158.00,$79.00,$63.72,9/28/2019,"L:107:B:3,4"
2,F04,5,R,$40.00,$20.00,$3.14,10/19/2019,"U:537:Y:6,7"
2,F05,2,R,$100.00,$50.00,$2.86,10/3/2019,"L:107:B:19,20"
11,F07,5,R,"$1,188.00",$108.00,$985.38,11/2/2019,"U:537:X:1,11"
2,F05,1,R,$60.00,$30.00,-$44.28,11/3/2019,"L:122:RR:20,21"
2,F01,1,PDI,$60.00,$30.00,-$40.00,9/3/2019,"L:126:H:6,7"
2,F02,1,R,$124.00,$62.00,$19.72,9/9/2019,"L:127:DD:5,6"
2,F05,1,R,$124.00,$62.00,$19.72,9/9/2019,"L:124:H:1,2"
2,F05,4,R,$40.00,$20.00,-$22.86,11/4/2019,"U:510:J:17,18"
3,F02,1,DPP,$176.94,$58.98,$176.94,8/23/2019,"L:110:X:6,8"
3,F07,2,YA,$534.00,$178.00,$417.48,11/28/2019,"L:122:C:18,20"
1,F07,5,R,$99.00,$99.00,$39.00,11/21/2019,"U:522:V:10,10"
2,F01,3,R,$40.00,$20.00,-$37.14,9/6/2019,"L:115:G:9,10"
1,F03,3,P,$9.99,$9.99,-$7.77,9/21/2019,"L:115:M:16,16"
2,F03,5,R,$16.00,$8.00,-$20.86,9/21/2019,"U:537:X:17,18"
2,F02,4,R,$30.00,$15.00,-$30.00,9/14/2019,"U:528:J:5,6"
2,F02,4,P,$110.00,$55.00,$74.48,9/12/2019,"L:131:BB:11,12"
3,F03,1,DPP,$41.94,$13.98,$41.94,9/21/2019,"L:128:CC:16,18"
6,F01,1,DPP,$54.00,$9.00,$54.00,8/31/2019,"L:128:OO:14,19"
2,F05,5,R,$30.00,$15.00,-$6.86,11/3/2019,"U:512:Q:12,13"
2,F05,1,PDI,$128.00,$64.00,-$12.00,10/24/2019,"L:107:L:7,8"
2,F02,3,P,$50.00,$25.00,$14.48,7/26/2019,"L:114:S:10,11"
3,F03,1,R,$72.00,$24.00,-$88.71,9/21/2019,"L:107:F:3,5"
2,F06,1,LL,$90.00,$45.00,-$17.14,9/15/2019,"L:125:PP:5,6"
1,F05,5,GS,$10.00,$10.00,-$4.71,10/13/2019,"U:538:Q:14,14"
